OID_,GEOID,INTPTLAT,NAME,COALIT,INTPTLON,COUNT,SUM_SQ_FT
6974,410510004012026,+45.4802543,WOODSTOCK,SEUL,-122.6107016,19.000000000000000,17398.000000000000000
6975,410510050022001,+45.5353116,NORTHWEST DISTRICT,NWNW,-122.6871747,1.000000000000000,37248.000000000000000
6976,410670301062008,+45.5334591,NORTHWEST HEIGHTS,NWNW,-122.7756106,7.000000000000000,21009.000000000000000
6977,410510032002006,+45.5583900,VERNON,NECN,-122.6472795,24.000000000000000,32511.000000000000000
6978,410510017023019,+45.5209222,MONTAVILLA,SEUL,-122.5716557,13.000000000000000,17568.000000000000000
6979,410510005025018,+45.4861113,FOSTER-POWELL,SEUL,-122.5865946,12.000000000000000,22348.000000000000000
6980,410510036023031,+45.5653748,VERNON,NECN,-122.6465065,37.000000000000000,32171.000000000000000
6981,410510036022000,+45.5693651,CONCORDIA,NECN,-122.6370677,6.000000000000000,98100.000000000000000
6982,410510073001086,+45.5719240,CULLY,CNN,-122.6061854,70.000000000000000,1031479.000000000000000
6983,410510028022017,+45.5344178,ROSE CITY PARK,CNN,-122.6052892,35.000000000000000,29997.000000000000000
6984,410510010003044,+45.5031210,HOSFORD-ABERNETHY,SEUL,-122.6471513,12.000000000000000,17187.000000000000000
6985,410510012022005,+45.5081084,HOSFORD-ABERNETHY,SEUL,-122.6441348,27.000000000000000,30429.000000000000000
6986,410510042003006,+45.5896094,CATHEDRAL PARK,NPNS,-122.7617174,4.000000000000000,225340.000000000000000
6987,410510069001026,+45.5113471,SYLVAN-HIGHLANDS,NWNW,-122.7385833,1.000000000000000,2178.000000000000000
6988,410510011022050,+45.5075853,HOSFORD-ABERNETHY,SEUL,-122.6562441,4.000000000000000,28544.000000000000000
6989,410510030004000,+45.5533129,BEAUMONT-WILSHIRE,CNN,-122.6206759,10.000000000000000,6312.000000000000000
6990,410510025011008,+45.5459340,ALAMEDA,NECN,-122.6375595,34.000000000000000,31456.000000000000000
6991,410510046021013,+45.5122246,SOUTHWEST HILLS,NWNW,-122.6970032,4.000000000000000,13104.000000000000000
6992,410510001023010,+45.4661040,SELLWOOD-MORELAND,SEUL,-122.6500125,15.000000000000000,29517.000000000000000
6993,410510062001003,+45.4688383,SOUTH PORTLAND,SWCS,-122.6781499,54.000000000000000,83130.000000000000000
6994,410510042003008,+45.5920182,CATHEDRAL PARK,NPNS,-122.7609775,17.000000000000000,22967.000000000000000
6995,410510043001063,+45.5703669,LINNTON,NWNW,-122.7544116,3.000000000000000,22817.000000000000000
6996,410510041023015,+45.5854922,CATHEDRAL PARK,NPNS,-122.7510930,43.000000000000000,64372.000000000000000
6997,410519800001006,+45.5667027,OVERLOOK,NPNS,-122.7122324,27.000000000000000,509276.000000000000000
6998,410510042002029,+45.5863278,CATHEDRAL PARK,NPNS,-122.7561583,6.000000000000000,8659.000000000000000
6999,410050209001001,+45.4528175,ARDENWALD-JOHNSON CREEK,SEUL,-122.6228579,43.000000000000000,58179.000000000000000
7000,410510001013001,+45.4639695,SELLWOOD-MORELAND,SEUL,-122.6584935,10.000000000000000,10978.000000000000000
7001,410510031003020,+45.5524116,ALAMEDA,NECN,-122.6312092,23.000000000000000,23749.000000000000000
7002,410510027021002,+45.5383561,ROSE CITY PARK,CNN,-122.6134326,13.000000000000000,29937.000000000000000
7003,410510011022055,+45.5086672,HOSFORD-ABERNETHY,SEUL,-122.6612190,2.000000000000000,33874.000000000000000
7004,410510028021017,+45.5371245,ROSE CITY PARK,CNN,-122.6041469,25.000000000000000,24202.000000000000000
7005,410510027021033,+45.5357423,HOLLYWOOD,CNN,-122.6193805,9.000000000000000,32542.000000000000000
7006,410050209002014,+45.4595329,ARDENWALD-JOHNSON CREEK,SEUL,-122.6215504,21.000000000000000,34884.000000000000000
7007,410510038032012,+45.5659308,OVERLOOK,NPNS,-122.6816774,11.000000000000000,17919.000000000000000
7008,410510040024029,+45.5812936,UNIVERSITY PARK,NPNS,-122.7277428,12.000000000000000,11438.000000000000000
7009,410510075003015,+45.5561118,CULLY,CNN,-122.6176291,82.000000000000000,117127.000000000000000
7010,410510001011012,+45.4611134,SELLWOOD-MORELAND,SEUL,-122.6480376,10.000000000000000,35044.000000000000000
7011,410510074001009,+45.5646356,CULLY,CNN,-122.6055148,22.000000000000000,32445.000000000000000
7012,410510027012002,+45.5445745,ROSE CITY PARK,CNN,-122.6132065,36.000000000000000,40823.000000000000000
7013,410510040024051,+45.5786798,UNIVERSITY PARK,NPNS,-122.7277015,9.000000000000000,13821.000000000000000
7014,410510029014000,+45.5546534,ROSEWAY,CNN,-122.5917049,27.000000000000000,32737.000000000000000
7015,410510003021001,+45.4788829,EASTMORELAND,SEUL,-122.6274104,17.000000000000000,24439.000000000000000
7016,410510011021027,+45.5057053,HOSFORD-ABERNETHY,SEUL,-122.6519140,6.000000000000000,65847.000000000000000
7017,410510043001125,+45.5995757,LINNTON,NWNW,-122.7870002,2.000000000000000,1409.000000000000000
7018,410050209002006,+45.4590296,ARDENWALD-JOHNSON CREEK,SEUL,-122.6249271,1.000000000000000,306.000000000000000
7019,410510030004016,+45.5521983,BEAUMONT-WILSHIRE,CNN,-122.6219008,16.000000000000000,13625.000000000000000
7020,410510059011014,+45.4936095,SOUTH PORTLAND,SWCS,-122.6743455,10.000000000000000,20955.000000000000000
7021,410510003024024,+45.4636307,ARDENWALD-JOHNSON CREEK,SEUL,-122.6360591,2.000000000000000,49510.000000000000000
7022,410510012021028,+45.5090852,HOSFORD-ABERNETHY,SEUL,-122.6426683,23.000000000000000,26862.000000000000000
7023,410510027012010,+45.5430661,BEAUMONT-WILSHIRE,CNN,-122.6194803,6.000000000000000,5244.000000000000000
7024,410510043001103,+45.5443964,MC UNCLAIMED #14,UNCLAIMED,-122.7260801,17.000000000000000,99805.000000000000000
7025,410510002011038,+45.4661027,SELLWOOD-MORELAND,SEUL,-122.6440575,26.000000000000000,29048.000000000000000
7026,410510075001010,+45.5584965,CULLY,CNN,-122.6026358,45.000000000000000,51909.000000000000000
7027,410510031004015,+45.5492688,ALAMEDA,NECN,-122.6316940,14.000000000000000,17578.000000000000000
7028,410510028022023,+45.5343274,ROSE CITY PARK,CNN,-122.6000729,24.000000000000000,23987.000000000000000
7029,410510012021021,+45.5090831,HOSFORD-ABERNETHY,SEUL,-122.6417134,29.000000000000000,27185.000000000000000
7030,410510026003006,+45.5371467,HOLLYWOOD,CNN,-122.6234737,20.000000000000000,28176.000000000000000
7031,410510070021036,+45.5214465,FOREST PARK,NWNW,-122.7504113,26.000000000000000,115024.000000000000000
7032,410510002022016,+45.4783206,SELLWOOD-MORELAND,SEUL,-122.6447948,32.000000000000000,32568.000000000000000
7033,410510024013010,+45.5397601,IRVINGTON,NECN,-122.6524826,15.000000000000000,52861.000000000000000
7034,410670303001003,+45.5063077,SOUTHWEST HILLS,NWNW,-122.7444043,1.000000000000000,7.000000000000000
7035,410510025024021,+45.5354627,IRVINGTON,NECN,-122.6406419,6.000000000000000,20101.000000000000000
7036,410510027011016,+45.5461875,BEAUMONT-WILSHIRE,CNN,-122.6152230,34.000000000000000,35410.000000000000000
7037,410510012023014,+45.5089685,HOSFORD-ABERNETHY,SEUL,-122.6466679,11.000000000000000,11189.000000000000000
7038,410510070022045,+45.5396510,FOREST PARK,NWNW,-122.7584599,1.000000000000000,1344.000000000000000
7039,410510070022052,+45.5350159,FOREST PARK,NWNW,-122.7556489,9.000000000000000,25394.000000000000000
7040,410510003021016,+45.4719927,EASTMORELAND,SEUL,-122.6277372,36.000000000000000,32110.000000000000000
7041,410510042002027,+45.5871705,CATHEDRAL PARK,NPNS,-122.7575145,11.000000000000000,23335.000000000000000
7042,410510027021027,+45.5358238,HOLLYWOOD,CNN,-122.6184111,10.000000000000000,47578.000000000000000
7043,410510029012001,+45.5546453,ROSEWAY,CNN,-122.5872430,25.000000000000000,31849.000000000000000
7044,410510074001002,+45.5666857,CULLY,CNN,-122.6000585,3.000000000000000,7860.000000000000000
7045,410510003026031,+45.4721203,EASTMORELAND,SEUL,-122.6287126,31.000000000000000,41299.000000000000000
7046,410510046021019,+45.5120368,SOUTHWEST HILLS,NWNW,-122.6993540,5.000000000000000,12350.000000000000000
7047,410510003025021,+45.4680980,EASTMORELAND,SEUL,-122.6252685,18.000000000000000,23206.000000000000000
7048,410510070021038,+45.5224476,FOREST PARK,NWNW,-122.7446407,5.000000000000000,15049.000000000000000
7049,410519800001017,+45.5569861,OVERLOOK,NPNS,-122.7026092,4.000000000000000,21134.000000000000000
7050,410510029011000,+45.5546817,ROSEWAY,CNN,-122.5788678,7.000000000000000,11269.000000000000000
7051,410510002021020,+45.4825143,SELLWOOD-MORELAND,SEUL,-122.6490064,4.000000000000000,3889.000000000000000
7052,410510012021022,+45.5090854,HOSFORD-ABERNETHY,SEUL,-122.6408090,25.000000000000000,24716.000000000000000
7053,410510027011008,+45.5476351,BEAUMONT-WILSHIRE,CNN,-122.6192702,27.000000000000000,31505.000000000000000
7054,410510010001019,+45.4971215,BROOKLYN,SEUL,-122.6508225,13.000000000000000,11000.000000000000000
7055,410510003026009,+45.4761657,EASTMORELAND,SEUL,-122.6340732,16.000000000000000,36697.000000000000000
7056,410510027012022,+45.5419495,ROSE CITY PARK,CNN,-122.6122872,13.000000000000000,21524.000000000000000
7057,410510029013012,+45.5485744,CULLY,CNN,-122.5996451,21.000000000000000,29737.000000000000000
7058,410510059011006,+45.4966796,SOUTH PORTLAND,SWCS,-122.6782828,1.000000000000000,1785.000000000000000
7059,410510040024059,+45.5808685,UNIVERSITY PARK,NPNS,-122.7265817,9.000000000000000,10551.000000000000000
7060,410510001022016,+45.4702548,SELLWOOD-MORELAND,SEUL,-122.6557919,11.000000000000000,16087.000000000000000
7061,410510070021013,+45.5276373,FOREST PARK,NWNW,-122.7507006,3.000000000000000,4234.000000000000000
7062,410510002011022,+45.4679897,SELLWOOD-MORELAND,SEUL,-122.6460453,20.000000000000000,23203.000000000000000
7063,410510019001002,+45.5302550,NORTH TABOR,SEUL,-122.6169783,27.000000000000000,102545.000000000000000
7064,410510010001021,+45.4971497,BROOKLYN,SEUL,-122.6530438,13.000000000000000,25986.000000000000000
7065,410510040023017,+45.5817614,UNIVERSITY PARK,NPNS,-122.7308723,23.000000000000000,22843.000000000000000
7066,410510038033019,+45.5651790,OVERLOOK,NPNS,-122.6856087,18.000000000000000,19590.000000000000000
7067,410510042002017,+45.5882291,CATHEDRAL PARK,NPNS,-122.7609952,1.000000000000000,10091.000000000000000
7068,410510010003042,+45.5031292,HOSFORD-ABERNETHY,SEUL,-122.6491809,11.000000000000000,17376.000000000000000
7069,410510072021031,+45.5783131,SUNDERLAND,CNN,-122.6459292,13.000000000000000,312185.000000000000000
7070,410510029022009,+45.5449025,ROSEWAY,CNN,-122.5899299,28.000000000000000,26152.000000000000000
7071,410510028022008,+45.5358139,ROSE CITY PARK,CNN,-122.6073718,34.000000000000000,30978.000000000000000
7072,410510002021005,+45.4886238,BROOKLYN,SEUL,-122.6495224,18.000000000000000,104642.000000000000000
7073,410510010002053,+45.4920126,BROOKLYN,SEUL,-122.6488532,13.000000000000000,13101.000000000000000
7074,410050209003004,+45.4581514,ARDENWALD-JOHNSON CREEK,SEUL,-122.6279952,31.000000000000000,37404.000000000000000
7075,410510014002001,+45.5162574,SUNNYSIDE,SEUL,-122.6139617,10.000000000000000,13437.000000000000000
7076,410510026001009,+45.5471163,BEAUMONT-WILSHIRE,CNN,-122.6300458,15.000000000000000,22517.000000000000000
7077,410510028023024,+45.5326577,ROSE CITY PARK,CNN,-122.6007091,12.000000000000000,16614.000000000000000
7078,410510011022036,+45.5090031,HOSFORD-ABERNETHY,SEUL,-122.6542033,12.000000000000000,18595.000000000000000
7079,410510043001127,+45.6007199,LINNTON,NWNW,-122.7859250,12.000000000000000,26687.000000000000000
7080,410510070022032,+45.5499783,FOREST PARK,NWNW,-122.7861360,6.000000000000000,17258.000000000000000
7081,410510068021000,+45.4955199,SOUTHWEST HILLS,NWNW,-122.7203198,25.000000000000000,40250.000000000000000
7082,410510074001013,+45.5639216,CULLY,CNN,-122.6000483,50.000000000000000,75430.000000000000000
7083,410510003012007,+45.4832521,EASTMORELAND/REED,SEUL,-122.6327433,20.000000000000000,139244.000000000000000
7084,410510001012010,+45.4604023,SELLWOOD-MORELAND,SEUL,-122.6559847,27.000000000000000,35644.000000000000000
7085,410510046021030,+45.5092765,SOUTHWEST HILLS,NWNW,-122.6975897,7.000000000000000,13995.000000000000000
7086,410510035011020,+45.5572145,OVERLOOK,NPNS,-122.6795875,8.000000000000000,18093.000000000000000
7087,410510001012016,+45.4587890,SELLWOOD-MORELAND,SEUL,-122.6540136,14.000000000000000,61469.000000000000000
7088,410510003021020,+45.4715113,EASTMORELAND,SEUL,-122.6234863,21.000000000000000,23331.000000000000000
7089,410510040023041,+45.5797303,UNIVERSITY PARK,NPNS,-122.7345910,10.000000000000000,13462.000000000000000
7090,410510040023012,+45.5834681,UNIVERSITY PARK,NPNS,-122.7336225,11.000000000000000,15988.000000000000000
7091,410510069001005,+45.5183274,SYLVAN-HIGHLANDS,NWNW,-122.7304629,15.000000000000000,36330.000000000000000
7092,410510012022016,+45.5056848,HOSFORD-ABERNETHY,SEUL,-122.6404040,35.000000000000000,38459.000000000000000
7093,410510029013007,+45.5492881,ROSEWAY,CNN,-122.5996360,17.000000000000000,13365.000000000000000
7094,410510040022032,+45.5764274,UNIVERSITY PARK,NPNS,-122.7243562,11.000000000000000,11731.000000000000000
7095,410510011022048,+45.5075784,HOSFORD-ABERNETHY,SEUL,-122.6542143,15.000000000000000,17423.000000000000000
7096,410510076002020,+45.5561335,CULLY,CNN,-122.5982640,33.000000000000000,42089.000000000000000
7097,410510009014009,+45.5027462,HOSFORD-ABERNETHY,SEUL,-122.6381377,22.000000000000000,35938.000000000000000
7098,410510001024005,+45.4653955,SELLWOOD-MORELAND,SEUL,-122.6584915,13.000000000000000,13278.000000000000000
7099,410510040021028,+45.5764747,UNIVERSITY PARK,NPNS,-122.7158476,14.000000000000000,22860.000000000000000
7100,410510002021008,+45.4849797,SELLWOOD-MORELAND,SEUL,-122.6478705,26.000000000000000,43264.000000000000000
7101,410510070021041,+45.5214359,FOREST PARK,NWNW,-122.7348701,26.000000000000000,75515.000000000000000
7102,410510002011006,+45.4729696,SELLWOOD-MORELAND,SEUL,-122.6461308,27.000000000000000,42004.000000000000000
7103,410510040024075,+45.5784386,UNIVERSITY PARK,NPNS,-122.7267522,7.000000000000000,7877.000000000000000
7104,410510076001016,+45.5563972,CULLY,CNN,-122.5801076,23.000000000000000,33792.000000000000000
7105,410510003024012,+45.4673023,EASTMORELAND,SEUL,-122.6329396,26.000000000000000,30834.000000000000000
7106,410510058005001,+45.4959177,SOUTHWEST HILLS,NWNW,-122.7099700,150.000000000000000,323685.000000000000000
7107,410510069002018,+45.4931843,SOUTHWEST HILLS,NWNW,-122.7436706,1.000000000000000,184.000000000000000
7108,410510010004013,+45.4926388,BROOKLYN,SEUL,-122.6554771,5.000000000000000,6904.000000000000000
7109,410510076001004,+45.5585581,CULLY,CNN,-122.5843179,19.000000000000000,26397.000000000000000
7110,410510043001016,+45.6016416,FOREST PARK/LINNTON,NWNW,-122.8020509,2.000000000000000,6051.000000000000000
7111,410510002012022,+45.4603923,SELLWOOD-MORELAND,SEUL,-122.6440626,24.000000000000000,29911.000000000000000
7112,410510029022002,+45.5483971,ROSEWAY,CNN,-122.5882804,2.000000000000000,6307.000000000000000
7113,410050208001023,+45.4582187,SELLWOOD-MORELAND,SEUL,-122.6499142,15.000000000000000,34911.000000000000000
7114,410510026002000,+45.5441790,BEAUMONT-WILSHIRE,CNN,-122.6232378,19.000000000000000,23791.000000000000000
7115,410510014001014,+45.5154321,SUNNYSIDE,SEUL,-122.6211690,43.000000000000000,67295.000000000000000
7116,410510029013003,+45.5489280,ROSEWAY,CNN,-122.5947990,33.000000000000000,26516.000000000000000
7117,410510028011015,+45.5461492,ROSE CITY PARK,CNN,-122.6060889,30.000000000000000,31935.000000000000000
7118,410510010001023,+45.4964170,BROOKLYN,SEUL,-122.6518475,11.000000000000000,15912.000000000000000
7119,410510046021026,+45.5108484,SOUTHWEST HILLS,NWNW,-122.6977623,4.000000000000000,9365.000000000000000
7120,410510003026024,+45.4726013,EASTMORELAND,SEUL,-122.6340964,17.000000000000000,21900.000000000000000
7121,410510002011035,+45.4651097,SELLWOOD-MORELAND,SEUL,-122.6410779,16.000000000000000,19687.000000000000000
7122,410510040023045,+45.5786053,UNIVERSITY PARK,NPNS,-122.7331874,29.000000000000000,30521.000000000000000
7123,410510040024009,+45.5821476,UNIVERSITY PARK,NPNS,-122.7288380,10.000000000000000,13442.000000000000000
7124,410510040022042,+45.5755000,UNIVERSITY PARK,NPNS,-122.7230630,16.000000000000000,17321.000000000000000
7125,410510027022004,+45.5344448,HOLLYWOOD,CNN,-122.6154786,24.000000000000000,32249.000000000000000
7126,410510035011009,+45.5600594,OVERLOOK,NPNS,-122.6816699,9.000000000000000,18094.000000000000000
7127,410510071003034,+45.6258698,LINNTON,NWNW,-122.8332663,13.000000000000000,18639.000000000000000
7128,410510029012007,+45.5531639,ROSEWAY,CNN,-122.5896878,24.000000000000000,29590.000000000000000
7129,410050209002011,+45.4609621,ARDENWALD-JOHNSON CREEK,SEUL,-122.6336690,12.000000000000000,14894.000000000000000
7130,410510040023039,+45.5806866,UNIVERSITY PARK,NPNS,-122.7359268,11.000000000000000,14958.000000000000000
7131,410510046021037,+45.5094305,SOUTHWEST HILLS,NWNW,-122.6953140,9.000000000000000,17199.000000000000000
7132,410510043001102,+45.5515578,LINNTON,NWNW,-122.7335708,1.000000000000000,10145.000000000000000
7133,410510012023001,+45.5114285,HOSFORD-ABERNETHY,SEUL,-122.6472936,27.000000000000000,35468.000000000000000
7134,410510002011008,+45.4728528,SELLWOOD-MORELAND,SEUL,-122.6481176,20.000000000000000,50523.000000000000000
7135,410510003012002,+45.4824307,REED,SEUL,-122.6231231,6.000000000000000,10052.000000000000000
7136,410510035021006,+45.5550574,OVERLOOK,NPNS,-122.6795300,8.000000000000000,8178.000000000000000
7137,410510009014018,+45.5015911,HOSFORD-ABERNETHY,SEUL,-122.6365985,19.000000000000000,28660.000000000000000
7138,410510073001013,+45.6004183,SUNDERLAND,CNN,-122.6158498,17.000000000000000,32812.000000000000000
7139,410510026002012,+45.5428774,MC UNCLAIMED #5,UNCLAIMED,-122.6244837,34.000000000000000,35502.000000000000000
7140,410510029013023,+45.5462467,ROSEWAY,CNN,-122.5958643,25.000000000000000,30632.000000000000000
7141,410510043001105,+45.5482386,MC UNCLAIMED #14,UNCLAIMED,-122.7226614,53.000000000000000,1040095.000000000000000
7142,410510035022009,+45.5473357,OVERLOOK,NPNS,-122.6804016,1.000000000000000,50360.000000000000000
7143,410510029022015,+45.5454555,ROSEWAY,CNN,-122.5833716,38.000000000000000,39231.000000000000000
7144,410510010002005,+45.5017035,HOSFORD-ABERNETHY,SEUL,-122.6481775,13.000000000000000,14705.000000000000000
7145,410510003024001,+45.4653714,EASTMORELAND/ARDENWALD-JOHNSON CREEK,SEUL,-122.6298186,4.000000000000000,12761.000000000000000
7146,410510003025009,+45.4708129,EASTMORELAND,SEUL,-122.6328993,45.000000000000000,49197.000000000000000
7147,410510011022030,+45.5097324,HOSFORD-ABERNETHY,SEUL,-122.6592487,7.000000000000000,14064.000000000000000
7148,410510003024009,+45.4646725,ARDENWALD-JOHNSON CREEK,SEUL,-122.6233857,8.000000000000000,8659.000000000000000
7149,410510010001002,+45.4999982,BROOKLYN,SEUL,-122.6516832,11.000000000000000,19873.000000000000000
7150,410510029011017,+45.5505822,ROSEWAY,CNN,-122.5843178,11.000000000000000,14360.000000000000000
7151,410510058005008,+45.4922602,SOUTHWEST HILLS,NWNW,-122.7074910,8.000000000000000,18898.000000000000000
7152,410510011022042,+45.5083065,HOSFORD-ABERNETHY,SEUL,-122.6592579,9.000000000000000,16369.000000000000000
7153,410510073001096,+45.5718631,CULLY,CNN,-122.6234632,8.000000000000000,40250.000000000000000
7154,410510010002018,+45.4997741,HOSFORD-ABERNETHY,SEUL,-122.6431080,35.000000000000000,49427.000000000000000
7155,410510030004023,+45.5486118,BEAUMONT-WILSHIRE,CNN,-122.6275418,13.000000000000000,12138.000000000000000
7156,410510040021014,+45.5756735,UNIVERSITY PARK,NPNS,-122.7210625,8.000000000000000,7292.000000000000000
7157,410510013013020,+45.5124401,SUNNYSIDE,SEUL,-122.6312885,11.000000000000000,15064.000000000000000
7158,410510032004023,+45.5488225,ALAMEDA,NECN,-122.6416053,19.000000000000000,19433.000000000000000
7159,410510059033001,+45.4893279,SOUTH PORTLAND,SWCS,-122.6749610,24.000000000000000,123588.000000000000000
7160,410510031003011,+45.5537049,ALAMEDA,NECN,-122.6394450,26.000000000000000,29083.000000000000000
7161,410510001023004,+45.4675300,SELLWOOD-MORELAND,SEUL,-122.6500105,23.000000000000000,30064.000000000000000
7162,410519800001008,+45.5668631,OVERLOOK,NPNS,-122.7220228,82.000000000000000,447993.000000000000000
7163,410510069001041,+45.5104261,SYLVAN-HIGHLANDS/SOUTHWEST HILLS,NWNW,-122.7196906,1.000000000000000,4254.000000000000000
7164,410510040024080,+45.5759911,UNIVERSITY PARK,NPNS,-122.7292477,1.000000000000000,6243.000000000000000
7165,410510010003024,+45.5038366,HOSFORD-ABERNETHY,SEUL,-122.6532312,10.000000000000000,11843.000000000000000
7166,410510038032039,+45.5630129,OVERLOOK,NPNS,-122.6806962,7.000000000000000,14768.000000000000000
7167,410510010005016,+45.4944938,BROOKLYN,SEUL,-122.6559909,14.000000000000000,21463.000000000000000
7168,410510002011013,+45.4712826,SELLWOOD-MORELAND,SEUL,-122.6439423,39.000000000000000,40657.000000000000000
7169,410510028022013,+45.5344220,ROSE CITY PARK,CNN,-122.6094051,30.000000000000000,30123.000000000000000
7170,410510075003012,+45.5578403,CULLY,CNN,-122.6175088,72.000000000000000,105775.000000000000000
7171,410510030002015,+45.5559487,BEAUMONT-WILSHIRE,CNN,-122.6260615,29.000000000000000,32976.000000000000000
7172,410510010001013,+45.4978614,BROOKLYN,SEUL,-122.6531375,12.000000000000000,31027.000000000000000
7173,410510025014009,+45.5397355,IRVINGTON,NECN,-122.6458075,17.000000000000000,28085.000000000000000
7174,410510041023012,+45.5862897,CATHEDRAL PARK,NPNS,-122.7511114,7.000000000000000,12635.000000000000000
7175,410510039024009,+45.5761909,UNIVERSITY PARK,NPNS,-122.7095189,33.000000000000000,37863.000000000000000
7176,410510046012017,+45.5200896,ARLINGTON HEIGHTS,NWNW,-122.7021693,4.000000000000000,3979.000000000000000
7177,410510029014015,+45.5517652,ROSEWAY,CNN,-122.5978191,26.000000000000000,27305.000000000000000
7178,410510069001037,+45.5125862,SYLVAN-HIGHLANDS/SOUTHWEST HILLS,NWNW,-122.7214446,36.000000000000000,102708.000000000000000
7179,410510070021018,+45.5283789,FOREST PARK,NWNW,-122.7606965,1.000000000000000,248.000000000000000
7180,410510028022018,+45.5343503,ROSE CITY PARK,CNN,-122.6042105,24.000000000000000,24396.000000000000000
7181,410510057011027,+45.5016271,SOUTH PORTLAND,SWCS,-122.6805720,2.000000000000000,6468.000000000000000
7182,410510011022072,+45.5053948,HOSFORD-ABERNETHY,SEUL,-122.6562124,3.000000000000000,21315.000000000000000
7183,410510070021022,+45.5241600,FOREST PARK,NWNW,-122.7516694,30.000000000000000,78142.000000000000000
7184,410510025012002,+45.5444505,ALAMEDA,NECN,-122.6332220,36.000000000000000,34007.000000000000000
7185,410510070023012,+45.5799040,FOREST PARK,NWNW,-122.8343348,16.000000000000000,44517.000000000000000
7186,410510028021021,+45.5370951,ROSE CITY PARK,CNN,-122.6000318,24.000000000000000,22608.000000000000000
7187,410510027021040,+45.5358174,ROSE CITY PARK,CNN,-122.6134613,29.000000000000000,33714.000000000000000
7188,410510040024055,+45.5814841,UNIVERSITY PARK,NPNS,-122.7251688,5.000000000000000,5642.000000000000000
7189,410510029013026,+45.5461182,ROSE CITY PARK,CNN,-122.5988834,35.000000000000000,33678.000000000000000
7190,410510031003002,+45.5548520,ALAMEDA,NECN,-122.6333100,24.000000000000000,25387.000000000000000
7191,410510035012005,+45.5623817,OVERLOOK,NPNS,-122.6951012,10.000000000000000,13591.000000000000000
7192,410510059021013,+45.4982176,SOUTH PORTLAND,SWCS,-122.6713169,1.000000000000000,39228.000000000000000
7193,410510076002009,+45.5585804,CULLY,CNN,-122.5977339,7.000000000000000,14040.000000000000000
7194,410510010002032,+45.4984803,BROOKLYN,SEUL,-122.6462494,6.000000000000000,30631.000000000000000
7195,410510029011023,+45.5518958,ROSEWAY,CNN,-122.5812440,11.000000000000000,17190.000000000000000
7196,410510029013002,+45.5489281,ROSEWAY,CNN,-122.5937842,32.000000000000000,27519.000000000000000
7197,410510031003026,+45.5525569,ALAMEDA,NECN,-122.6363727,14.000000000000000,14894.000000000000000
7198,410510046022006,+45.5086525,SOUTHWEST HILLS,NWNW,-122.7078896,118.000000000000000,253460.000000000000000
7199,410510003013012,+45.4875878,REED,SEUL,-122.6285580,14.000000000000000,25517.000000000000000
7200,410510010003037,+45.5018072,HOSFORD-ABERNETHY,SEUL,-122.6562750,1.000000000000000,3511.000000000000000
7201,410510030002011,+45.5559526,BEAUMONT-WILSHIRE,CNN,-122.6301608,33.000000000000000,30065.000000000000000
7202,410510002022010,+45.4795352,SELLWOOD-MORELAND,SEUL,-122.6478887,7.000000000000000,22394.000000000000000
7203,410510011022000,+45.5118562,HOSFORD-ABERNETHY,SEUL,-122.6541842,3.000000000000000,8130.000000000000000
7204,410510001022004,+45.4726235,SELLWOOD-MORELAND,SEUL,-122.6508223,28.000000000000000,27949.000000000000000
7205,410510012031000,+45.5146474,SUNNYSIDE,SEUL,-122.6354386,11.000000000000000,16489.000000000000000
7206,410510003013009,+45.4886612,REED,SEUL,-122.6261883,15.000000000000000,17577.000000000000000
7207,410510039024012,+45.5779641,UNIVERSITY PARK,NPNS,-122.7140593,22.000000000000000,33359.000000000000000
7208,410510032004020,+45.5500153,ALAMEDA,NECN,-122.6436639,54.000000000000000,47407.000000000000000
7209,410510001024011,+45.4668190,SELLWOOD-MORELAND,SEUL,-122.6539875,27.000000000000000,31381.000000000000000
7210,410510012023012,+45.5094973,HOSFORD-ABERNETHY,SEUL,-122.6454008,22.000000000000000,24753.000000000000000
7211,410510028012008,+45.5432169,ROSE CITY PARK,CNN,-122.6061279,18.000000000000000,23743.000000000000000
7212,410510003013022,+45.4855230,REED,SEUL,-122.6303510,16.000000000000000,37556.000000000000000
7213,410510025016005,+45.5474682,SABIN/IRVINGTON,NECN,-122.6447218,28.000000000000000,28477.000000000000000
7214,410510035012001,+45.5623313,OVERLOOK,NPNS,-122.6861145,32.000000000000000,43385.000000000000000
7215,410050208001022,+45.4569121,SELLWOOD-MORELAND,SEUL,-122.6471877,17.000000000000000,27886.000000000000000
7216,410510041023019,+45.5826448,CATHEDRAL PARK,NPNS,-122.7484504,67.000000000000000,107619.000000000000000
7217,410510029025006,+45.5444998,ROSEWAY,CNN,-122.5958531,36.000000000000000,38649.000000000000000
7218,410510076001021,+45.5566691,CULLY,CNN,-122.5878783,59.000000000000000,91785.000000000000000
7219,410510028011005,+45.5475789,ROSE CITY PARK,CNN,-122.6050620,17.000000000000000,27924.000000000000000
7220,410510041022016,+45.5834787,CATHEDRAL PARK,NPNS,-122.7412201,17.000000000000000,17672.000000000000000
7221,410510028012021,+45.5416164,ROSE CITY PARK,CNN,-122.6009922,23.000000000000000,32208.000000000000000
7222,410510031003021,+45.5524159,ALAMEDA,NECN,-122.6322666,25.000000000000000,27474.000000000000000
