OID_,GEOID,INTPTLAT,INTPTLON,COUNT,SUM_SQ_FT
1321,410510037012000,+45.5738481,-122.6618650,12.000000000000000,38504.000000000000000
1322,410510072021189,+45.5865960,-122.6560959,14.000000000000000,202959.000000000000000
1323,410510036013028,+45.5687766,-122.6508737,19.000000000000000,23052.000000000000000
1324,410050216011014,+45.4537260,-122.5869798,14.000000000000000,16023.000000000000000
1325,410510070002092,+45.5546598,-122.7932440,33.000000000000000,59856.000000000000000
1326,410510080012020,+45.5337350,-122.5586670,1.000000000000000,1995.000000000000000
1327,410510065021017,+45.4657368,-122.7134744,14.000000000000000,20793.000000000000000
1328,410510018022022,+45.5170933,-122.6055391,28.000000000000000,42564.000000000000000
1329,410510040012032,+45.5802396,-122.7172908,5.000000000000000,16766.000000000000000
1330,410510061001017,+45.4862958,-122.7051220,11.000000000000000,20087.000000000000000
1331,410050222082012,+45.4590955,-122.5366846,8.000000000000000,19302.000000000000000
1332,410510021002022,+45.5225430,-122.6510734,6.000000000000000,23884.000000000000000
1333,410510036023012,+45.5674075,-122.6485079,38.000000000000000,40015.000000000000000
1334,410510079002007,+45.5526692,-122.5490817,47.000000000000000,85010.000000000000000
1335,410510059001052,+45.4997201,-122.6763381,14.000000000000000,17979.000000000000000
1336,410510039012005,+45.5823494,-122.6960297,25.000000000000000,30641.000000000000000
1337,410510031001015,+45.5621129,-122.6386229,9.000000000000000,11267.000000000000000
1338,410510066012000,+45.4758196,-122.7329712,12.000000000000000,18287.000000000000000
1339,410050203033006,+45.4261070,-122.7094734,4.000000000000000,10811.000000000000000
1340,410510036031001,+45.5719109,-122.6259786,2.000000000000000,2517.000000000000000
1341,410510010001006,+45.4992313,-122.6536990,10.000000000000000,13588.000000000000000
1342,410510008023032,+45.4911324,-122.6143770,29.000000000000000,29126.000000000000000
1343,410510035021023,+45.5539950,-122.6763205,13.000000000000000,14808.000000000000000
1344,410510034013020,+45.5553106,-122.6709243,15.000000000000000,13546.000000000000000
1345,410510031001030,+45.5608858,-122.6356335,12.000000000000000,10751.000000000000000
1346,410510017023026,+45.5208063,-122.5707289,14.000000000000000,14349.000000000000000
1347,410510067021010,+45.4788293,-122.7127161,31.000000000000000,48735.000000000000000
1348,410050203041016,+45.4253875,-122.7388948,67.000000000000000,217543.000000000000000
1349,410510077001032,+45.5573027,-122.5695515,28.000000000000000,30437.000000000000000
1350,410510031002003,+45.5583337,-122.6325080,18.000000000000000,14477.000000000000000
1351,410510037011029,+45.5747742,-122.6677151,32.000000000000000,28630.000000000000000
1352,410510011011103,+45.5161457,-122.6572014,2.000000000000000,18213.000000000000000
1353,410050209001011,+45.4598862,-122.6292465,28.000000000000000,54396.000000000000000
1354,410050211002008,+45.4455162,-122.6131322,21.000000000000000,26924.000000000000000
1355,410510025022014,+45.5309683,-122.6363397,1.000000000000000,49304.000000000000000
1356,410510068022021,+45.4847445,-122.7154675,23.000000000000000,110059.000000000000000
1357,410510034023023,+45.5502984,-122.6751247,3.000000000000000,48229.000000000000000
1358,410510046021024,+45.5116886,-122.6951988,5.000000000000000,7587.000000000000000
1359,410510028023016,+45.5306473,-122.6094493,8.000000000000000,10293.000000000000000
1360,410510043001186,+45.5462734,-122.7086114,2.000000000000000,9916.000000000000000
1361,410050216011011,+45.4546459,-122.5917914,19.000000000000000,17516.000000000000000
1362,410510055001024,+45.5140299,-122.6882459,3.000000000000000,61421.000000000000000
1363,410050211001008,+45.4462788,-122.6208320,22.000000000000000,30024.000000000000000
1364,410510039015036,+45.5859998,-122.7142745,13.000000000000000,13272.000000000000000
1365,410510006024017,+45.4812590,-122.5761384,8.000000000000000,7785.000000000000000
1366,410510066022030,+45.4757611,-122.7000655,1.000000000000000,12197.000000000000000
1367,410510099032014,+45.4743219,-122.4927918,12.000000000000000,21650.000000000000000
1368,410050208001043,+45.4564711,-122.6495941,13.000000000000000,19936.000000000000000
1369,410050203033008,+45.4234094,-122.7165839,234.000000000000000,617971.000000000000000
1370,410510073001123,+45.5755714,-122.5985079,2.000000000000000,41733.000000000000000
1371,410510018013039,+45.5232657,-122.6081963,21.000000000000000,21983.000000000000000
1372,410510014004001,+45.5083825,-122.6146270,14.000000000000000,17117.000000000000000
1373,410510006022013,+45.4712592,-122.5743984,26.000000000000000,32423.000000000000000
1374,410519800001046,+45.5560581,-122.7032825,1.000000000000000,1907.000000000000000
1375,410510005023015,+45.4765338,-122.5854859,29.000000000000000,36388.000000000000000
1376,410510040024031,+45.5820093,-122.7272161,4.000000000000000,4927.000000000000000
1377,410510061002011,+45.4797238,-122.6980099,12.000000000000000,23033.000000000000000
1378,410050216013013,+45.4528984,-122.5940096,22.000000000000000,25067.000000000000000
1379,410050203031010,+45.4314143,-122.7150784,1.000000000000000,34066.000000000000000
1380,410050209001009,+45.4602970,-122.6271757,36.000000000000000,80644.000000000000000
1381,410510036012002,+45.5792985,-122.6581633,11.000000000000000,178535.000000000000000
1382,410510106001016,+45.5223807,-122.6784989,5.000000000000000,28311.000000000000000
1383,410510025016006,+45.5474704,-122.6457557,31.000000000000000,33863.000000000000000
1384,410510007011006,+45.5044163,-122.5862770,30.000000000000000,45558.000000000000000
1385,410050203032000,+45.4327020,-122.7032412,2.000000000000000,11062.000000000000000
1386,410050208003015,+45.4411257,-122.6284027,31.000000000000000,38033.000000000000000
1387,410510036024035,+45.5715224,-122.6450587,45.000000000000000,42028.000000000000000
1388,410510068021006,+45.5005513,-122.7146174,24.000000000000000,31340.000000000000000
1389,410510034011029,+45.5598061,-122.6645246,13.000000000000000,15003.000000000000000
1390,410050210001020,+45.4563880,-122.6011647,2.000000000000000,1782.000000000000000
1391,410510034022029,+45.5488954,-122.6704096,9.000000000000000,10099.000000000000000
1392,410510060021022,+45.4712950,-122.6934390,30.000000000000000,70596.000000000000000
1393,410510031001021,+45.5609200,-122.6401550,11.000000000000000,14206.000000000000000
1394,410510058005006,+45.4969985,-122.7046644,10.000000000000000,15405.000000000000000
1395,410510078001014,+45.5562920,-122.5643664,31.000000000000000,31286.000000000000000
1396,410510067011000,+45.4838358,-122.7243320,13.000000000000000,21361.000000000000000
1397,410510039024001,+45.5764969,-122.7024841,10.000000000000000,13821.000000000000000
1398,410510061002015,+45.4795714,-122.6933927,9.000000000000000,51610.000000000000000
1399,410510073001137,+45.5740230,-122.5995041,74.000000000000000,596244.000000000000000
1400,410050211002003,+45.4462584,-122.6182571,18.000000000000000,33865.000000000000000
1401,410510005023020,+45.4763216,-122.5808482,6.000000000000000,6870.000000000000000
1402,410510042002004,+45.5938203,-122.7682674,5.000000000000000,131639.000000000000000
1403,410510066011004,+45.4734567,-122.7237452,4.000000000000000,6431.000000000000000
1404,410510011012010,+45.5161318,-122.6531468,8.000000000000000,12362.000000000000000
1405,410510041011038,+45.5950834,-122.7297689,1.000000000000000,1526.000000000000000
1406,410050222062011,+45.4587754,-122.5677166,18.000000000000000,41929.000000000000000
1407,410050232012005,+45.4604503,-122.4714368,6.000000000000000,11605.000000000000000
1408,410510036022021,+45.5665772,-122.6365331,6.000000000000000,5424.000000000000000
1409,410510029014015,+45.5517652,-122.5978191,26.000000000000000,27305.000000000000000
1410,410510062002010,+45.4659050,-122.6917360,24.000000000000000,37574.000000000000000
1411,410510014002010,+45.5124476,-122.6156382,7.000000000000000,18643.000000000000000
1412,410510011011175,+45.5132896,-122.6562059,4.000000000000000,36480.000000000000000
1413,410510077001031,+45.5573027,-122.5707222,30.000000000000000,30835.000000000000000
1414,410510006022017,+45.4695359,-122.5774741,28.000000000000000,30845.000000000000000
1415,410050222082015,+45.4593210,-122.5240448,30.000000000000000,70463.000000000000000
1416,410510011021048,+45.5090247,-122.6522557,9.000000000000000,9018.000000000000000
1417,410510066011006,+45.4758131,-122.7315709,20.000000000000000,32240.000000000000000
1418,410510059003021,+45.4818115,-122.6753155,3.000000000000000,40181.000000000000000
1419,410510066022019,+45.4690043,-122.7037906,36.000000000000000,53027.000000000000000
1420,410510032003017,+45.5524640,-122.6414507,24.000000000000000,23979.000000000000000
1421,410510058004023,+45.4933119,-122.6976715,8.000000000000000,25170.000000000000000
1422,410510011021123,+45.5050592,-122.6505868,24.000000000000000,24588.000000000000000
1423,410050222061008,+45.4478470,-122.5685106,27.000000000000000,58948.000000000000000
1424,410510021002055,+45.5204137,-122.6541289,3.000000000000000,19315.000000000000000
1425,410510032002023,+45.5558965,-122.6463235,18.000000000000000,18275.000000000000000
1426,410510072021140,+45.5880120,-122.6658491,4.000000000000000,55859.000000000000000
1427,410510037023013,+45.5670954,-122.6704320,11.000000000000000,13080.000000000000000
1428,410050208003017,+45.4425874,-122.6304836,16.000000000000000,18240.000000000000000
1429,410510075001009,+45.5609650,-122.5976382,35.000000000000000,46486.000000000000000
1430,410510036012039,+45.5724985,-122.6588393,20.000000000000000,25945.000000000000000
1431,410510032004011,+45.5488562,-122.6498841,20.000000000000000,29518.000000000000000
1432,410510039013019,+45.5788039,-122.7040397,18.000000000000000,18070.000000000000000
1433,410510020001014,+45.5299515,-122.6316836,32.000000000000000,80703.000000000000000
1434,410510037023023,+45.5636778,-122.6723599,2.000000000000000,21984.000000000000000
1435,410510025015002,+45.5443900,-122.6416273,9.000000000000000,31185.000000000000000
1436,410510010003018,+45.5045215,-122.6602305,1.000000000000000,6310.000000000000000
1437,410510032003003,+45.5548912,-122.6443784,20.000000000000000,21673.000000000000000
1438,410510036012000,+45.5782464,-122.6527537,7.000000000000000,10907.000000000000000
1439,410510069002022,+45.5009780,-122.7412290,6.000000000000000,15032.000000000000000
1440,410510032004004,+45.5519338,-122.6477695,5.000000000000000,40651.000000000000000
1441,410050222081046,+45.4535035,-122.4888135,5.000000000000000,12261.000000000000000
1442,410510036023032,+45.5653748,-122.6465065,37.000000000000000,32171.000000000000000
1443,410510016013008,+45.5092967,-122.5879737,21.000000000000000,24594.000000000000000
1444,410510036014016,+45.5654365,-122.6556070,25.000000000000000,48737.000000000000000
1445,410510106001047,+45.5188781,-122.6821588,5.000000000000000,39750.000000000000000
1446,410510009021007,+45.4944100,-122.6236203,22.000000000000000,32608.000000000000000
1447,410050222062026,+45.4548491,-122.5598812,9.000000000000000,27944.000000000000000
1448,410510098032000,+45.4899578,-122.4789965,129.000000000000000,435075.000000000000000
1449,410050201001050,+45.4327553,-122.6981006,5.000000000000000,10203.000000000000000
1450,410510066023001,+45.4744554,-122.7103545,41.000000000000000,62572.000000000000000
1451,410510088003000,+45.4682860,-122.6060607,31.000000000000000,34429.000000000000000
1452,410050210003001,+45.4532451,-122.6162068,13.000000000000000,27086.000000000000000
1453,410050216012000,+45.4524751,-122.5795952,5.000000000000000,10622.000000000000000
1454,410510080011029,+45.5407584,-122.5538319,22.000000000000000,34515.000000000000000
1455,410050201001057,+45.4294314,-122.6926811,1.000000000000000,5907.000000000000000
1456,410050210001030,+45.4538951,-122.6017409,24.000000000000000,29411.000000000000000
1457,410510076002018,+45.5560651,-122.5998017,12.000000000000000,29416.000000000000000
1458,410510037011000,+45.5810615,-122.6624858,5.000000000000000,26933.000000000000000
1459,410510106002013,+45.5168758,-122.6803751,2.000000000000000,39948.000000000000000
1460,410510029032010,+45.5362623,-122.5690942,24.000000000000000,28409.000000000000000
1461,410510021001105,+45.5239759,-122.6525825,1.000000000000000,84845.000000000000000
1462,410050201001075,+45.4251505,-122.6984120,35.000000000000000,103246.000000000000000
1463,410510017017009,+45.5341917,-122.5907277,9.000000000000000,76061.000000000000000
1464,410510099034007,+45.4777351,-122.4587238,53.000000000000000,101977.000000000000000
1465,410050222082021,+45.4548299,-122.5312294,33.000000000000000,87407.000000000000000
1466,410510046021019,+45.5120368,-122.6993540,5.000000000000000,12350.000000000000000
1467,410510051002037,+45.5248350,-122.6769962,2.000000000000000,38011.000000000000000
1468,410510032003001,+45.5548840,-122.6424265,21.000000000000000,22294.000000000000000
1469,410050201002032,+45.4240928,-122.6660842,12.000000000000000,14333.000000000000000
1470,410510046012037,+45.5111280,-122.7081675,34.000000000000000,71094.000000000000000
1471,410510106001006,+45.5228136,-122.6805152,2.000000000000000,11799.000000000000000
1472,410510032001005,+45.5621365,-122.6472505,24.000000000000000,25091.000000000000000
1473,410510066022014,+45.4730661,-122.7071921,11.000000000000000,24352.000000000000000
1474,410510087002001,+45.4729131,-122.6009130,52.000000000000000,140641.000000000000000
1475,410510036021018,+45.5691112,-122.6314545,17.000000000000000,17726.000000000000000
1476,410050209002000,+45.4567647,-122.6242221,151.000000000000000,215333.000000000000000
1477,410510040024045,+45.5805758,-122.7251634,8.000000000000000,8432.000000000000000
1478,410510062001015,+45.4699106,-122.6778813,10.000000000000000,8970.000000000000000
1479,410510072021087,+45.6061065,-122.6901763,1.000000000000000,140551.000000000000000
1480,410510008024008,+45.4945247,-122.6149790,17.000000000000000,22386.000000000000000
1481,410510089011027,+45.4713043,-122.5046802,2.000000000000000,3337.000000000000000
1482,410510029014017,+45.5531632,-122.5927324,25.000000000000000,31811.000000000000000
1483,410510081003002,+45.5324558,-122.5597346,4.000000000000000,70414.000000000000000
1484,410510057001029,+45.5043884,-122.6782151,2.000000000000000,33907.000000000000000
1485,410510014005006,+45.5073136,-122.6185941,26.000000000000000,31742.000000000000000
1486,410050203041027,+45.4223289,-122.7401876,12.000000000000000,130154.000000000000000
1487,410510037023008,+45.5683700,-122.6704205,12.000000000000000,11965.000000000000000
1488,410510094001006,+45.5415292,-122.5075790,27.000000000000000,68579.000000000000000
1489,410510093013008,+45.5207041,-122.5055112,33.000000000000000,64853.000000000000000
1490,410510072021168,+45.5991337,-122.6618906,21.000000000000000,79886.000000000000000
1491,410510034013001,+45.5581422,-122.6701808,39.000000000000000,91334.000000000000000
1492,410510024012009,+45.5412917,-122.6478469,19.000000000000000,29700.000000000000000
1493,410510057002005,+45.5131242,-122.6777515,1.000000000000000,32152.000000000000000
1494,410510032001004,+45.5621325,-122.6462745,20.000000000000000,21742.000000000000000
1495,410510060021019,+45.4748469,-122.6935279,24.000000000000000,50654.000000000000000
1496,410510070002081,+45.5339561,-122.7533376,10.000000000000000,30087.000000000000000
1497,410510056002002,+45.5128814,-122.6825431,1.000000000000000,21880.000000000000000
1498,410050209003000,+45.4538713,-122.6211904,41.000000000000000,59925.000000000000000
1499,410050209001017,+45.4595904,-122.6332770,26.000000000000000,29519.000000000000000
1500,410510058005011,+45.4913144,-122.7098420,10.000000000000000,22559.000000000000000
1501,410510082021016,+45.5210471,-122.5576909,6.000000000000000,46192.000000000000000
1502,410510058002009,+45.5055550,-122.6837515,5.000000000000000,14205.000000000000000
1503,410510077001011,+45.5614850,-122.5723042,20.000000000000000,22473.000000000000000
1504,410510031002017,+45.5583630,-122.6396680,15.000000000000000,16877.000000000000000
1505,410510040022036,+45.5765689,-122.7222689,10.000000000000000,12926.000000000000000
1506,410510038023018,+45.5744132,-122.6880670,21.000000000000000,19883.000000000000000
1507,410050216014011,+45.4611083,-122.5974210,6.000000000000000,5868.000000000000000
1508,410510037022018,+45.5645115,-122.6655595,10.000000000000000,16018.000000000000000
1509,410510069002005,+45.5055188,-122.7304266,5.000000000000000,17033.000000000000000
1510,410510018012022,+45.5235730,-122.6038079,22.000000000000000,30270.000000000000000
1511,410510087003008,+45.4722391,-122.6109651,22.000000000000000,24600.000000000000000
1512,410510088002005,+45.4675872,-122.6008780,31.000000000000000,35684.000000000000000
1513,410510039023026,+45.5729827,-122.6996157,12.000000000000000,12037.000000000000000
1514,410510011021065,+45.5097246,-122.6562297,2.000000000000000,30275.000000000000000
1515,410050222082037,+45.4487900,-122.5187613,44.000000000000000,245285.000000000000000
1516,410510034013008,+45.5564298,-122.6685328,12.000000000000000,15553.000000000000000
1517,410050208001037,+45.4525394,-122.6449935,3.000000000000000,103635.000000000000000
1518,410510036022063,+45.5635597,-122.6421515,18.000000000000000,19309.000000000000000
1519,410510008014005,+45.5037205,-122.6170740,22.000000000000000,26372.000000000000000
1520,410510062001024,+45.4685061,-122.6867858,9.000000000000000,17029.000000000000000
1521,410510037021006,+45.5694712,-122.6649843,9.000000000000000,10261.000000000000000
1522,410510036012049,+45.5724519,-122.6538565,13.000000000000000,20195.000000000000000
1523,410510011021079,+45.5075882,-122.6582464,2.000000000000000,35290.000000000000000
1524,410510010003037,+45.5026411,-122.6549392,4.000000000000000,48117.000000000000000
1525,410510039014014,+45.5829677,-122.7056626,9.000000000000000,12196.000000000000000
1526,410510029013005,+45.5489280,-122.5968290,34.000000000000000,35393.000000000000000
1527,410510007014011,+45.5027397,-122.5970374,23.000000000000000,20305.000000000000000
1528,410510034011005,+45.5621771,-122.6645078,7.000000000000000,9937.000000000000000
1529,410510034023012,+45.5526938,-122.6731278,6.000000000000000,13100.000000000000000
1530,410510036012006,+45.5782293,-122.6541870,2.000000000000000,6028.000000000000000
1531,410510099033010,+45.4829957,-122.4713475,23.000000000000000,48855.000000000000000
1532,410050216014016,+45.4604371,-122.5906341,27.000000000000000,30187.000000000000000
1533,410510091023000,+45.4920416,-122.4884031,90.000000000000000,297055.000000000000000
1534,410510034022015,+45.5514205,-122.6676655,4.000000000000000,28121.000000000000000
1535,410510099052009,+45.4805316,-122.4688882,11.000000000000000,16651.000000000000000
1536,410050208003007,+45.4390175,-122.6377139,22.000000000000000,61993.000000000000000
1537,410510060021040,+45.4708590,-122.6809410,3.000000000000000,1604.000000000000000
1538,410510106001033,+45.5206030,-122.6771870,3.000000000000000,40601.000000000000000
1539,410050232012004,+45.4604231,-122.4682674,11.000000000000000,23220.000000000000000
1540,410510080011026,+45.5412225,-122.5564007,51.000000000000000,97590.000000000000000
1541,410510036023041,+45.5651602,-122.6432212,17.000000000000000,17097.000000000000000
1542,410050209001005,+45.4603337,-122.6174402,2.000000000000000,175.000000000000000
1543,410510037012006,+45.5738747,-122.6672788,23.000000000000000,23107.000000000000000
1544,410050201002010,+45.4260391,-122.6719484,12.000000000000000,15830.000000000000000
1545,410510041013004,+45.6018572,-122.7508253,11.000000000000000,33372.000000000000000
1546,410510031002039,+45.5569635,-122.6309284,17.000000000000000,15242.000000000000000
1547,410510066022028,+45.4675106,-122.7145317,3.000000000000000,4928.000000000000000
1548,410050201003014,+45.4233809,-122.6712685,7.000000000000000,15617.000000000000000
1549,410510075002001,+45.5546849,-122.6048769,20.000000000000000,20641.000000000000000
1550,410510060021030,+45.4738190,-122.6849963,8.000000000000000,13926.000000000000000
1551,410510042001039,+45.5924716,-122.7554804,11.000000000000000,10531.000000000000000
1552,410510029014009,+45.5531606,-122.5988100,22.000000000000000,23569.000000000000000
1553,410050222081010,+45.4568125,-122.4954465,9.000000000000000,11941.000000000000000
1554,410510018021005,+45.5210547,-122.6017008,28.000000000000000,75121.000000000000000
1555,410510065011036,+45.4590675,-122.7253053,22.000000000000000,40140.000000000000000
1556,410050222062022,+45.4541607,-122.5567904,80.000000000000000,241557.000000000000000
1557,410050201003013,+45.4233137,-122.6706493,13.000000000000000,17428.000000000000000
1558,410510017022001,+45.5256012,-122.5688425,24.000000000000000,29998.000000000000000
1559,410510073001024,+45.5833663,-122.6446736,1.000000000000000,56463.000000000000000
1560,410510102001060,+45.5483076,-122.4932542,23.000000000000000,46051.000000000000000
1561,410050222011008,+45.4600634,-122.5756625,31.000000000000000,38231.000000000000000
1562,410510036024032,+45.5722063,-122.6491993,20.000000000000000,22217.000000000000000
1563,410050222081024,+45.4553009,-122.5103684,10.000000000000000,26603.000000000000000
1564,410510060011013,+45.4855725,-122.6832882,9.000000000000000,24900.000000000000000
1565,410510065022016,+45.4599161,-122.7200819,18.000000000000000,21012.000000000000000
1566,410510046012024,+45.5159328,-122.7115973,107.000000000000000,193504.000000000000000
1567,410510067021000,+45.4800615,-122.7049047,34.000000000000000,78535.000000000000000
1568,410050208002002,+45.4458036,-122.6328655,18.000000000000000,35930.000000000000000
1569,410050201002033,+45.4241562,-122.6666887,13.000000000000000,15141.000000000000000
1570,410510011021027,+45.5101484,-122.6500084,21.000000000000000,19597.000000000000000
1571,410510087003023,+45.4687817,-122.6104854,24.000000000000000,32367.000000000000000
1572,410050201002019,+45.4266662,-122.6788274,13.000000000000000,24249.000000000000000
1573,410510011012017,+45.5154155,-122.6521345,9.000000000000000,16686.000000000000000
1574,410050209001014,+45.4602151,-122.6352561,23.000000000000000,33535.000000000000000
1575,410510003023016,+45.4646719,-122.6217073,18.000000000000000,20623.000000000000000
1576,410510031004009,+45.5516282,-122.6385913,28.000000000000000,30767.000000000000000
1577,410510061001009,+45.4899149,-122.7078965,26.000000000000000,59901.000000000000000
1578,410510008013008,+45.5022928,-122.6157658,6.000000000000000,8061.000000000000000
1579,410510056004014,+45.5129963,-122.6801338,1.000000000000000,36580.000000000000000
1580,410510049001002,+45.5351543,-122.6977955,13.000000000000000,46456.000000000000000
1581,410510070003008,+45.6026389,-122.8646720,44.000000000000000,95743.000000000000000
1582,410510061002007,+45.4833890,-122.6988262,1.000000000000000,2946.000000000000000
1583,410510036024028,+45.5711830,-122.6421495,13.000000000000000,12636.000000000000000
1584,410510043001107,+45.5634945,-122.7575410,4.000000000000000,7297.000000000000000
1585,410510036021029,+45.5674945,-122.6357332,11.000000000000000,13794.000000000000000
1586,410510036013017,+45.5705114,-122.6520907,8.000000000000000,11222.000000000000000
1587,410510036013007,+45.5708785,-122.6598575,35.000000000000000,37843.000000000000000
1588,410510036022049,+45.5651770,-122.6362692,15.000000000000000,17054.000000000000000
1589,410510056002003,+45.5131531,-122.6835393,1.000000000000000,37615.000000000000000
1590,410510040024093,+45.5758964,-122.7277926,5.000000000000000,4149.000000000000000
1591,410510037013003,+45.5747800,-122.6738025,31.000000000000000,30806.000000000000000
1592,410510036021041,+45.5660871,-122.6343985,6.000000000000000,12394.000000000000000
1593,410510011021124,+45.5055080,-122.6503248,21.000000000000000,17605.000000000000000
1594,410510058004002,+45.5015685,-122.7064106,1.000000000000000,307.000000000000000
1595,410510092011007,+45.5134717,-122.5226989,116.000000000000000,221213.000000000000000
1596,410510040022010,+45.5797645,-122.7235648,8.000000000000000,9969.000000000000000
1597,410050203032007,+45.4281720,-122.7053633,10.000000000000000,15061.000000000000000
1598,410050211002017,+45.4426706,-122.6182340,24.000000000000000,32892.000000000000000
1599,410510082022007,+45.5207330,-122.5416450,30.000000000000000,39718.000000000000000
1600,410510061001000,+45.4944403,-122.7057712,4.000000000000000,6779.000000000000000
1601,410510033011001,+45.5622677,-122.6525822,13.000000000000000,18730.000000000000000
1602,410510033012018,+45.5559567,-122.6610350,14.000000000000000,23111.000000000000000
1603,410510007012009,+45.5010823,-122.5891664,9.000000000000000,11742.000000000000000
1604,410510008023006,+45.4929288,-122.6158574,12.000000000000000,11969.000000000000000
1605,410510059001039,+45.4824661,-122.6722260,8.000000000000000,25709.000000000000000
1606,410510106003011,+45.5212778,-122.6711431,3.000000000000000,18259.000000000000000
1607,410510013023020,+45.5058677,-122.6311383,43.000000000000000,50519.000000000000000
1608,410510097021023,+45.5163801,-122.4809430,18.000000000000000,34435.000000000000000
1609,410510002002030,+45.4765299,-122.6419279,1.000000000000000,28806.000000000000000
1610,410510013012016,+45.5124680,-122.6251742,18.000000000000000,51018.000000000000000
1611,410510016015003,+45.5191464,-122.5875502,26.000000000000000,41113.000000000000000
1612,410510040011030,+45.5893051,-122.7151082,5.000000000000000,26643.000000000000000
1613,410510080012001,+45.5385072,-122.5524762,12.000000000000000,22006.000000000000000
1614,410510031002031,+45.5569828,-122.6351093,17.000000000000000,16856.000000000000000
1615,410510020001049,+45.5268788,-122.6449502,1.000000000000000,26780.000000000000000
1616,410510034023010,+45.5526982,-122.6742098,9.000000000000000,10904.000000000000000
1617,410510043001058,+45.5838516,-122.7776179,67.000000000000000,100651.000000000000000
1618,410510095022005,+45.5469463,-122.5292219,20.000000000000000,51043.000000000000000
1619,410510006012023,+45.4794370,-122.5579545,13.000000000000000,12678.000000000000000
1620,410510083022000,+45.4956807,-122.5499727,37.000000000000000,118148.000000000000000
1621,410510024011009,+45.5459642,-122.6529479,28.000000000000000,29180.000000000000000
1622,410510072021219,+45.5901131,-122.6652081,30.000000000000000,26251.000000000000000
1623,410510019004028,+45.5283808,-122.6294722,29.000000000000000,33743.000000000000000
1624,410510037022034,+45.5633021,-122.6661071,8.000000000000000,12535.000000000000000
1625,410510006021002,+45.4766695,-122.5603946,1.000000000000000,37465.000000000000000
1626,410510006012016,+45.4794500,-122.5622476,13.000000000000000,16814.000000000000000
1627,410510093011011,+45.5325943,-122.4967277,2.000000000000000,1356.000000000000000
1628,410510003012012,+45.4896113,-122.6390691,6.000000000000000,47356.000000000000000
1629,410510025012005,+45.5443948,-122.6364882,34.000000000000000,34877.000000000000000
1630,410510002004043,+45.4588865,-122.6433444,7.000000000000000,29366.000000000000000
1631,410510095012023,+45.5462834,-122.5172954,25.000000000000000,50055.000000000000000
1632,410510063002006,+45.4457889,-122.6687557,10.000000000000000,32563.000000000000000
1633,410510013012004,+45.5146668,-122.6275175,23.000000000000000,23019.000000000000000
1634,410510023031036,+45.5375490,-122.6629030,24.000000000000000,74378.000000000000000
1635,410510099052011,+45.4832040,-122.4646279,21.000000000000000,41021.000000000000000
1636,410510001003005,+45.4675221,-122.6484914,8.000000000000000,15055.000000000000000
1637,410510020003013,+45.5200022,-122.6343896,17.000000000000000,30979.000000000000000
1638,410510041014030,+45.6102525,-122.7782614,2.000000000000000,37244.000000000000000
1639,410510051001047,+45.5275787,-122.6827947,2.000000000000000,34758.000000000000000
1640,410510064022029,+45.4368368,-122.7008760,80.000000000000000,191026.000000000000000
1641,410510023031015,+45.5378638,-122.6710729,23.000000000000000,375127.000000000000000
1642,410510012013002,+45.5146798,-122.6450502,10.000000000000000,11428.000000000000000
1643,410510089021038,+45.4620200,-122.5616019,14.000000000000000,33671.000000000000000
1644,410510033013001,+45.5622716,-122.6546128,14.000000000000000,20763.000000000000000
1645,410510091011014,+45.4996955,-122.5001545,17.000000000000000,36708.000000000000000
1646,410510070004000,+45.5432534,-122.7721660,190.000000000000000,555873.000000000000000
1647,410510001007004,+45.4653960,-122.6595050,10.000000000000000,11819.000000000000000
1648,410510088002023,+45.4619004,-122.5991571,12.000000000000000,13533.000000000000000
1649,410510099032012,+45.4709114,-122.4832688,152.000000000000000,243776.000000000000000
1650,410510082021020,+45.5186910,-122.5580190,1.000000000000000,5149.000000000000000
1651,410510093011028,+45.5268766,-122.5081574,9.000000000000000,17055.000000000000000
1652,410510012014007,+45.5182507,-122.6470434,17.000000000000000,16632.000000000000000
1653,410510022031057,+45.5422725,-122.6740803,1.000000000000000,1000.000000000000000
1654,410510091021009,+45.4955941,-122.5125826,33.000000000000000,63800.000000000000000
1655,410510007023018,+45.4947583,-122.5919582,19.000000000000000,18729.000000000000000
1656,410510012021022,+45.5090854,-122.6408090,25.000000000000000,24716.000000000000000
1657,410510021001004,+45.5289350,-122.6459571,2.000000000000000,11857.000000000000000
1658,410510010004008,+45.4925445,-122.6526631,10.000000000000000,24629.000000000000000
1659,410510051003003,+45.5297765,-122.6757490,2.000000000000000,53082.000000000000000
1660,410510093022000,+45.5327914,-122.5273752,4.000000000000000,5326.000000000000000
1661,410510010002046,+45.4988891,-122.6420901,2.000000000000000,9973.000000000000000
1662,410510073001203,+45.5603951,-122.5416557,7.000000000000000,181988.000000000000000
1663,410510024022012,+45.5318159,-122.6475814,8.000000000000000,30500.000000000000000
1664,410510063001013,+45.4484377,-122.6681647,3.000000000000000,26942.000000000000000
1665,410510040011012,+45.5932095,-122.7184488,6.000000000000000,6992.000000000000000
1666,410510010002069,+45.5002049,-122.6461321,9.000000000000000,19278.000000000000000
1667,410510099032016,+45.4666303,-122.4726527,20.000000000000000,35882.000000000000000
1668,410510085001021,+45.4777754,-122.5437416,1.000000000000000,158265.000000000000000
1669,410510080022000,+45.5384967,-122.5378229,11.000000000000000,14206.000000000000000
